id,season,name,type,motto,category,region,flag,cardcategory,population,description,badges,trophies
"39336","3","Alice Gardens","Transhumanist Dominion","Endure. In enduring, grow strong.","Democratic Socialists","The North Pacific","uploads/alice_gardens__733137.png","legendary","21700000000","21.7b Population 7,959t Industry","{""WA"":1,""Easter Egg"":5}","{""ADVANCED-1"":196,""SAFE-1"":244,""ENDORSED-1"":250}"
"42070","3","Wopruthien","Epic collecting nation","Cast off the crutch that kills the pain the red flag...","Democratic Socialists","The Kodiak Republic","uploads/wopruthien__950569.jpg","legendary","32700000000","32.7b Population 6,323t Industry","{""Commended"":[""229""],""Site Supporter"":1,""Easter Egg"":8}","{""DECK-1"":77,""ECO-GOVT-1"":196,""PEACE-1"":302}"
"43180","3","Duxburian Union","GUARDIAN MUNCHING VINNIES","IV ⅄Ø ÐIЖЖÆR ¶ΛЖЖ, ¶Rx¶ VØR KRIGØ","Anarchy","European Union","uploads/duxburian_union__84495.jpg","legendary","36800000000","36.8b Population 13,381t Industry","{""Commended"":[""291""],""Easter Egg"":4}","{""DECK-1"":154,""HAPPY-1"":210,""LOWTAX-1"":266}"
"45657","3","Cogitation","Modified Democratic States","Think about it for a moment.","New York Times Democracy","The Realm of Ambrosia","united_states--56","legendary","43400000000","43.4b Population 7,592t Industry","{""Game Mod"":1,""WA"":1,""Founder"":1,""Moderator"":1}","{""POPULATION-1"":32,""HAPPY-1"":196,""PUBLISHING-1"":463}"
"49714","3","The Bruce","Green and Pleasant Dominion","There is a Dream, Dreaming Us.","New York Times Democracy","Wysteria","uploads/the_bruce__524401.jpg","legendary","43400000000","43.4b Population 15,872t Industry","{""Commended"":[""125""],""Founder"":1,""Easter Egg"":5}","{""AUTO-1T"":1,""APATHETIC-1"":23,""POPULATION-1"":27}"
"50182","3","Lancaster of Wessex","Most Ancient and Noble House","Noli irritare leones","Liberal Democratic Socialists","House of Lancaster of Wessex","uploads/lancaster_of_wessex__223491.jpg","legendary","41000000000","41.0b Population 14,108t Industry","{""Founder"":1,""Site Supporter"":1,""Issues Author"":7}","{""HAPPY-1"":38,""PUBLISHING-1"":78,""LEASTCORRUPT-1"":173}"
"55306","3","The Salaxalans","Potato-Poet","Two potatoes for all!","Liberal Democratic Socialists","Spiritus","uploads/the_salaxalans__37302.png","legendary","22100000000","22.1b Population 5,545t Industry","{""Vice Sec-Gen"":1,""Delegate"":1,""Commended"":[""313""],""Postmaster-General"":1,""Security Council Resolution Author"":1,""Easter Egg"":6}","{""INFLUENCE-1"":67,""DECK-1"":87,""REBELYOUTH-1"":198}"
"56527","3","Eta Carinae","Anti-Harry Potter Prison","Anyone caught with Harry Potter will be EXECUTED!","Psychotic Dictatorship","Hell","uploads/eta_carinae__926698.jpg","legendary","43300000000","43.3b Population 14,651t Industry","{""Issues Author"":7,""Easter Egg"":2}","{""POPULATION-1"":39,""INSURANCE-1"":87,""GDP-1"":264}"
"65924","3","A mean old man","Weed-Choked Lawn","Always fighting crime -- especially youth-related.","Father Knows Best State","The East Pacific","uploads/a_mean_old_man__93235.jpg","legendary","28500000000","28.5b Population 9,874t Industry","{""WA"":1,""Postmaster-General"":1,""General Assembly Resolution Author"":2,""Security Council Resolution Author"":16,""Easter Egg"":2}","{""FISH-1"":33,""ENDORSED-1"":99,""CHEESE-1"":124}"
"70136","3","Saltanyas","Republic","Work is Play","Left-wing Utopia","Frankfurter Schule","uploads/saltanyas__600054.jpg","legendary","21800000000","21.8b Population 8,169t Industry","{""Founder"":1,""Easter Egg"":6}","{""EDUCATED-1"":27,""WELFARE-1"":30,""AID-1"":32}"
"70600","3","Former English Colony","American Insurgency","E Pluribus Unum","New York Times Democracy","The North Pacific","uploads/former_english_colony__139560.png","legendary","42200000000","42.2b Population 6,370t Industry","{""WA"":1,""Postmaster-General"":1,""Easter Egg"":1}","{""ENDORSED-1"":9,""INFLUENCE-1"":112,""POPULATION-1"":349}"
"71274","3","Audioslavia","Republic","no mess horns pls","Civil Rights Lovefest","Anaia","uploads/audioslavia__877897.png","legendary","36300000000","36.3b Population 2,812t Industry","{""Game Mod"":1,""WA"":1,""Commended"":[""306""],""Moderator"":1,""Easter Egg"":1}","{""POPULATION-1"":1646,""HEALTHCARE-1"":1648,""WEATHER-5"":3765}"
"71576","3","Pope Hope","Cast Resurrect Magicians","Proudly defending innocent regions & nations since 2003","Civil Rights Lovefest","Nasicournia","uploads/pope_hope__602048.png","legendary","42200000000","42.2b Population 9,020t Industry","{""Commended"":[""365""],""Founder"":1,""Postmaster-General"":1,""Easter Egg"":1}","{""PUBLICTRANSPORT-1"":132,""HAPPY-1"":174,""ECO-GOVT-1"":208}"
"72454","3","Mindalia","Pristine Redoubt","All in the world is magic.","Civil Rights Lovefest","The Green World","uploads/mindalia__798742.jpg","legendary","41300000000","41.3b Population 20,346t Industry","{""WA"":1,""Founder"":1,""Easter Egg"":4}","{""PUBLISHING-1"":4,""CULTURE-1"":12,""ENVIRONMENT-1"":20}"
"73003","3","Bears Armed Mission","Diplomatic Immunity","Talk softly, but carry a singlestick","Civil Rights Lovefest","International Democratic Union","uploads/bears_armed_mission__6670.png","legendary","30400000000","30.4b Population 5,288t Industry","{""General Assembly Resolution Author"":11,""Security Council Resolution Author"":1,""Easter Egg"":4}","{""CULTURE-1"":108,""TOURISM-1"":650,""PUBLISHING-1"":679}"
"74156","3","Kiasu-ism","Republic","Kiasi, Kiabor, and most importantly... Kiasu!","Liberal Democratic Socialists","the South Pacific","singapore--72","legendary","36000000000","36.0b Population 14,844t Industry","{""WA"":1,""Easter Egg"":2}","{""HDI-1T"":1,""HEALTHY-1"":2,""LIFE-1"":2}"
"75486","3","Davidianian","Ecological Assembly","Nothing is truly worthless, except a lack of will.","Civil Rights Lovefest","The North Pacific","uploads/davidianian__345918.jpg","legendary","13700000000","13.7b Population 3,624t Industry","{""WA"":1,""Site Supporter"":1,""Easter Egg"":4}","{""ENDORSED-1"":15,""INFLUENCE-1"":358,""PUBLICTRANSPORT-1"":467}"
"76847","3","Trotterdam","Principality","The Indivisible Many","Left-Leaning College State","Pony Lands","Antigua_and_Barbuda.svg","legendary","23700000000","23.7b Population 10,932t Industry","{""Commended"":[""317""],""Easter Egg"":2}","{""LEASTCORRUPT-1"":23,""SMART-1"":29,""EDUCATED-1"":42}"
"78226","3","Safj","Serene Compassionate Utopia","Live Life How You Choose; Live It Well.","Left-wing Utopia","A Slice of Surreality","uploads/safj__427181.png","legendary","39700000000","39.7b Population 17,385t Industry","{""WA"":1,""Founder"":1,""Postmaster-General"":1,""Easter Egg"":5}","{""HIGHTAX-1"":9,""WELFARE-1"":9,""AID-1"":10}"
"83803","3","Santheres","Most Serene Noble Republic","Patria Fideles Defendit","Civil Rights Lovefest","Ajax","uploads/santheres__365186.png","legendary","38400000000","38.4b Population 8,489t Industry","{""Game Mod"":1,""Moderator"":1}","{""CHEESE-1"":317,""LOWTAX-1"":643,""GDP-1"":962}"
"84053","3","Nation of Quebec","Free Secular Federation","Friends Close, Enemies Closer","Left-wing Utopia","Capitalist Paradise","uploads/nation_of_quebec__669590.jpg","legendary","36700000000","36.7b Population 17,778t Industry","{""Commended"":[""190""],""Postmaster-General"":1,""Issues Author"":83,""Easter Egg"":5}","{""CHEESE-1"":52,""GODFORSAKEN-1"":59,""LOWTAX-1"":73}"
"84592","3","ABU AMMAR","Holiest Flavor","EIEIEIEIEIEEIEIEIEIEIIEIEIEIEIEIIEIEEIEI","Father Knows Best State","Holy Lands","mozambique","legendary","43500000000","43.5b Population 41,776t Industry","{""WA"":1,""Founder"":1,""Easter Egg"":2}","{""DISPINCOME-1"":4,""GDP-1"":4,""AUTO-1"":5}"
"85458","3","Anaxphonia","Armed Republic","Civilized People Are The Best Defense Against Tyranny","Anarchy","Spoiled Cats","Botswana.svg","legendary","33200000000","33.2b Population 19,248t Industry","{""Founder"":1,""Easter Egg"":7}","{""SODA-1"":49,""DISPINCOME-1"":66,""PUBLISHING-1"":94}"
"85647","3","North East Somerset","Kingdom","Fram!","Left-Leaning College State","Balder","uploads/north_east_somerset__569780.png","legendary","39500000000","39.5b Population 6,581t Industry","{""Delegate"":1,""Condemned"":[""286""],""Postmaster-General"":1,""Security Council Resolution Author"":1}","{""ENDORSED-1"":420,""INFLUENCE-1"":876,""POPULATION-1"":947}"
"86954","3","Myrth","NPO High Inquisitor","You may all stop clapping at the ringing of the bell.","Compulsory Consumerist State","the Pacific","uploads/myrth__565308.png","legendary","43200000000","43.2b Population 33,464t Industry","{""Retired Moderator"":1,""Issues Author"":1,""Easter Egg"":4}","{""RICHINCOME-1"":15,""DISPINCOME-1"":23,""GDP-1"":25}"
"90464","3","Arkayn Stretenby","Dominion","Whatever!!","Civil Rights Lovefest","Macfora Forever","uploads/arkayn_stretenby__633091.jpg","legendary","38400000000","38.4b Population 15,467t Industry","{""Founder"":1}","{""AGRICULTURE-1"":21,""PUBLISHING-1"":54,""AUTO-1"":127}"
"91051","3","CR Oscilloscopes","Island Republic","Industry Über Alles","Civil Rights Lovefest","Pacific Islands","uploads/cr_oscilloscopes__862857.png","legendary","36900000000","36.9b Population 11,001t Industry","{""WA"":1,""Founder"":1,""Issues Author"":1,""Historical Resolution Author"":1,""Easter Egg"":4}","{""DRUGS-1"":151,""SODA-1"":156,""LOWTAX-1"":267}"
"93310","3","Psypheria","Liberated Cartel","Anything goes ... usually for a good price","Capitalist Paradise","Oubliette","scotland","legendary","37700000000","37.7b Population 24,245t Industry","{""Founder"":1,""Easter Egg"":4}","{""LOWTAX-1"":18,""SODA-1"":19,""GAMBLING-1"":23}"
"94104","3","ColdHeartedBastards","Cold Hearted Bastardy","Poor People Are Lazy","Civil Rights Lovefest","Gatesville Inc","panama","legendary","35700000000","35.7b Population 18,607t Industry","{""Delegate"":1,""Easter Egg"":4}","{""CHEESE-1"":29,""PUBLISHING-1"":50,""AGRICULTURE-1"":65}"
"95034","3","Pythagosaurus","General Vicinity","Leave the trolls alone.","Civil Rights Lovefest","Q102","uploads/pythagosaurus__570427.jpg","legendary","39200000000","39.2b Population 5,853t Industry","{""Admin"":1,""WA"":1,""Moderator"":1,""Easter Egg"":1}","{""APATHETIC-1"":796,""SODA-1"":897,""POPULATION-1"":1003}"
"102557","3","Kaigi","Kingdom","If you lived here, you'd be eating pie by now.","Corrupt Dictatorship","The East Pacific","wales--80","legendary","40100000000","40.1b Population 16,870t Industry","{""WA"":1}","{""HAPPY-1T"":1,""APATHETIC-1"":6,""WEATHER-1"":8}"
"102642","3","Macisikan","United Imperial Kingdoms","Fiat Lux","Left-Leaning College State","Varheim","uploads/macisikan__498802.png","legendary","40000000000","40.0b Population 16,834t Industry","{""Founder"":1,""Postmaster"":1,""Easter Egg"":4}","{""BASKET-1"":82,""AUTO-1"":123,""GDP-1"":177}"
"104805","3","Sentient Peoples","Federation","Ne invoces expellere non possis","Benevolent Dictatorship","Dor Lomin","Default.svg","legendary","41100000000","41.1b Population 15,002t Industry","{""Founder"":1,""Issues Author"":2,""Easter Egg"":1}","{""GDP-1"":252,""LOWTAX-1"":310,""AUTO-1"":340}"
"105657","3","Free Socialism","Culture","Of each according to ability to each according to need.","Left-wing Utopia","Anticapitalist Alliance","uploads/free_socialism__944284.jpg","legendary","42700000000","42.7b Population 25,286t Industry","{""Easter Egg"":2}","{""SMART-1T"":1,""HIGHTAX-1"":3,""GOVT-1"":4}"
"107898","3","The Stalker","Mad King of Hell","I am the daringest devil you've ever met, love.","Inoffensive Centrist Democracy","Hell","uploads/the_stalker__321125.jpg","legendary","22800000000","22.8b Population 17,012t Industry","{""Delegate"":1,""Postmaster-General"":1,""Security Council Resolution Author"":2,""Easter Egg"":6}","{""GAMBLING-1T"":1,""FISH-1"":5,""STUPID-1"":12}"
"108964","3","Szczuropolis","Vermindom","Omnium rerum rattus mensura est","New York Times Democracy","Dragon","uploads/szczuropolis__724178.png","legendary","39000000000","39.0b Population 16,714t Industry","{""WA"":1,""Site Supporter"":1,""Issues Author"":1,""Easter Egg"":6}","{""CHEESE-1"":7,""GODFORSAKEN-1"":43,""ENVIRONMENT-1"":58}"
"111288","3","Tierra del Queso","Commonwealth","Just like France, without the snotty demeanor.","Left-wing Utopia","Cheese","france","legendary","43100000000","43.1b Population 13,631t Industry","{""Delegate"":1,""Easter Egg"":4}","{""HAPPY-1"":2,""PUBLISHING-1"":7,""REBELYOUTH-1"":13}"
"115090","3","Mograpelandia","Idyllic Paradise","A Starbucks on every corner!","Scandinavian Liberal Paradise","Lake golumania","uploads/mograpelandia__170996.png","legendary","42500000000","42.5b Population 17,649t Industry","{""Founder"":1,""Easter Egg"":2}","{""HAPPY-1"":10,""NICE-1"":11,""COMPASSIONATE-1"":16}"
"115817","3","Cashdeer","Libertarian Paradise","Free Markets, Free People","Anarchy","Pontbridge Islands","uploads/cashdeer__243312.png","legendary","28200000000","28.2b Population 16,740t Industry","{""Easter Egg"":2}","{""SODA-1T"":1,""DEATH-1T"":1,""DRUGS-1T"":1}"
"123478","3","Bright Angel","Sadistic Republic","Get Outa Here!!","Psychotic Dictatorship","Macfora Forever","uploads/bright_angel__737275.jpg","legendary","38200000000","38.2b Population 49,289t Industry","{""Easter Egg"":2}","{""BLACKMARKET-1T"":1,""GDP-1T"":1,""FURNITURE-1T"":1}"
"125362","3","San Jose","City","Capital of Silcon Valley","Inoffensive Centrist Democracy","San Jose","uploads/san_jose__963441.png","legendary","21500000000","21.5b Population 14,125t Industry","{""Founder"":1}","{""EDUCATED-1"":56,""BUSINESS-1"":66,""BLACKMARKET-1"":75}"
"125829","3","Godular","An'Kazar Control Framework","I am Legion, We are One","New York Times Democracy","The Godulus Empire","uploads/godular","legendary","39600000000","39.6b Population 24,921t Industry","{""WA"":1,""Founder"":1,""Postmaster-General"":1,""Easter Egg"":2}","{""ADVANCED-1"":6,""SMART-1"":11,""GODFORSAKEN-1"":11}"
"128013","3","Theorin","Dracocracy","We have no beginning. We have no end. We are infinite.","Democratic Socialists","the South Pacific","uploads/theorin__767125.png","legendary","24400000000","24.4b Population 8,408t Industry","{""WA"":1,""Easter Egg"":5}","{""HDI-1"":57,""TOURISM-1"":59,""SAFE-1"":59}"
"130553","3","The New California Republic","Irradiated Wasteland","A Safe People is a Strong People","Civil Rights Lovefest","Lazarus","uploads/the_new_california_republic__385795.png","legendary","23100000000","23.1b Population 8,532t Industry","{""WA"":1,""Issues Author"":1,""Easter Egg"":5}","{""PUBLISHING-1"":251,""CHEESE-1"":306,""GODFORSAKEN-1"":389}"
"140622","3","Zulanka","Council Republic","Nihil humani a me alienum puto","Left-wing Utopia","The Red Sea","uploads/zulanka__816640.png","legendary","24500000000","24.5b Population 7,398t Industry","{""Founder"":1,""Easter Egg"":1}","{""WELFARE-1"":103,""AID-1"":141,""NICE-1"":153}"
"167885","3","The-CID","Capitalist Alliance","Justice Above All","Capitalist Paradise","Capitalist Paradise","uploads/the-cid__997796.jpg","legendary","32299999999","32.3b Population 11,925t Industry","{""Founder"":1,""Postmaster-General"":1,""Issues Author"":2,""Easter Egg"":9}","{""AUTO-1"":28,""ECONOMY-1"":115,""INSURANCE-1"":175}"
"181492","3","Electrum","Gold and Silver Alloy","We Kick Butt","Left-Leaning College State","Rushmore","uploads/electrum__106198.png","legendary","20300000000","20.3b Population 3,572t Industry","{""Issues Editor"":1,""WA"":1,""Commended"":[""397""],""Postmaster-General"":1,""Issues Author"":7,""Security Council Resolution Author"":3,""Easter Egg"":5}","{""REBELYOUTH-1"":1751,""SODA-1"":2007,""TIMBER-1"":2906}"
"190034","3","Gruenberg","Goat-Enabled Plutocracy","The world's favourite goat-enabled theocracy","Compulsory Consumerist State","Antarctic Oasis","uploads/gruenberg__485027.png","legendary","24400000000","24.4b Population 14,894t Industry","{""Historical Resolution Author"":12,""Easter Egg"":6}","{""LOWTAX-1"":46,""DISPINCOME-1"":55,""INSURANCE-1"":58}"
"195223","3","A Slanted Black Stripe","Mystery","What color is your stripe?","Democratic Socialists","The East Pacific","uploads/a_slanted_black_stripe__646217.jpg","legendary","29500000000","29.5b Population 5,480t Industry","{""WA"":1,""Commended"":[""119""],""Postmaster-General"":1,""Easter Egg"":5}","{""PUBLISHING-1"":281,""DECK-1"":391,""WEATHER-1"":523}"
"234591","3","Tsunamy","Swiftly Tilting Land","Happy people just don't shoot their husbands.","Civil Rights Lovefest","the South Pacific","uploads/tsunamy__261883.png","legendary","32299999999","32.3b Population 3,114t Industry","{""WA"":1,""Commended"":[""239""],""Postmaster-General"":1}","{""ENDORSED-1"":44,""INFLUENCE-1"":231,""ECO-GOVT-1"":696}"
"241244","3","Verdant Haven","Federated Bailiwicks","Habemus Voluntatem","Left-wing Utopia","Forest","uploads/verdant_haven__445860.gif","legendary","9600000000","9.60b Population 1,837t Industry","{""Issues Editor"":1,""WA"":1,""Commended"":[""338""],""Postmaster-General"":1,""Issues Author"":13,""General Assembly Resolution Author"":1,""Easter Egg"":9}","{""ECO-GOVT-1"":322,""GODFORSAKEN-1"":356,""DECK-1"":357}"
"261305","3","Australian rePublic","Fderation","The Lucky Land","Inoffensive Centrist Democracy","Regionless","uploads/australian_republic__581895.jpg","legendary","20900000000","20.9b Population 7,433t Industry","{""Delegate"":1,""Condemned"":[""314""],""Founder"":1,""Postmaster-General"":1,""Issues Author"":18,""General Assembly Resolution Author"":1,""Easter Egg"":11}","{""RETAIL-1"":113,""GAMBLING-1"":154,""SODA-1"":511}"
"268939","3","Treadwellia","Obesotocracy","Mmph mmph!","Iron Fist Consumerists","Lazarus","uploads/treadwellia__898684.jpg","legendary","23500000000","23.5b Population 13,249t Industry","{""Delegate"":1,""Postmaster-General"":1,""Easter Egg"":6}","{""BUSINESS-1"":3,""PIZZA-1"":6,""FURNITURE-1"":14}"
"302489","3","Nuremgard","Tsardom","Никогда не будите спящего медведя","Left-wing Utopia","The Confederacy of Free Nations","uploads/nuremgard__291375.png","legendary","20900000000","20.9b Population 7,307t Industry","{""WA"":1,""Commended"":[""318""],""Issues Author"":19}","{""GODFORSAKEN-1"":121,""PUBLISHING-1"":197,""FOODQUALITY-1"":220}"
"303790","3","Czechostan","Socialist Federal Republic","Philosophers are acquainted with many things indeed.","Civil Rights Lovefest","Absurdistan","uploads/czechostan__93329.png","legendary","20900000000","20.9b Population 6,930t Industry","{""Delegate"":1,""Founder"":1,""Postmaster-General"":1,""Issues Author"":6,""Easter Egg"":9}","{""AID-1"":64,""HEALTHCARE-1"":65,""WELFARE-1"":68}"
"341374","3","Baggieland","Imperial Glorious Empire","Boing! Boing!","Compulsory Consumerist State","B71","uploads/baggieland__548961.png","legendary","13900000000","13.9b Population 4,502t Industry","{""Founder"":1,""Issues Author"":33}","{""AGRICULTURE-1"":335,""CHEESE-1"":337,""RETAIL-1"":355}"
"373091","3","Kyldellian Halon","Third Social Alliance","You mess with the people, you mess with the state!","Democratic Socialists","Kylden","uploads/kyldellian_halon__584365.png","legendary","20400000000","20.4b Population 13,232t Industry","{""Founder"":1,""Easter Egg"":13}","{""PATRIOTISM-1"":3,""GOVT-1"":5,""CULTURE-1"":9}"
"388476","3","Merconitonitopia","Kingdom","Vanity of Vanities, Saith the Preacher; All is Vanity","Psychotic Dictatorship","The North Pacific","uploads/merconitonitopia__927311.png","legendary","20200000000","20.2b Population 10,751t Industry","{""WA"":1,""Issues Author"":1,""Easter Egg"":7}","{""PRIMITIVE-1"":9,""AID-1"":11,""ECO-GOVT-1"":13}"
"407774","3","Imperium Anglorum","Villainous Globalist Kittehs","Dicimus pro populo","Left-Leaning College State","Europe","uploads/imperium_anglorum__38258.png","legendary","17800000000","17.8b Population 1,828t Industry","{""Secretariat"":1,""Delegate"":1,""Commended"":[""223"",""363""],""Postmaster-General"":1,""General Assembly Resolution Author"":50,""Security Council Resolution Author"":1,""Easter Egg"":2}","{""INFLUENCE-1"":12,""ENDORSED-1"":177,""DECK-1"":340}"
"408994","3","Drawkland","Interstellar Empire","Vivite, Ridete, Amate","Democratic Socialists","Sonnel","uploads/drawkland__382552.png","legendary","20100000000","20.1b Population 9,341t Industry","{""WA"":1,""Founder"":1,""Postmaster-General"":1,""Issues Author"":1,""Security Council Resolution Author"":1,""Easter Egg"":12}","{""CHEESE-1"":88,""POORINCOME-1"":215,""BASKET-1"":273}"
"411138","3","The Dark System","Mafian Economic Extremist","Money, Power, Respect!","Compulsory Consumerist State","The Axis of Evil","uploads/the_dark_system__443305.png","legendary","20000000000","20.0b Population 27,427t Industry","{""Easter Egg"":4}","{""INCOME-1T"":1,""ECONOMY-1T"":1,""RETAIL-1T"":1}"
"419907","3","Valrknut","Clad in Gold Republic","Always be ready for a fight","Capitalist Paradise","Ancient Epic League of Epicness","Isle_of_Man.svg","legendary","20000000000","20.0b Population 14,241t Industry","{""Founder"":1,""Easter Egg"":5}","{""ECONOMY-1"":8,""RICHINCOME-1"":20,""DISPINCOME-1"":29}"
"454209","3","Golgothastan","Banner Hunting Big Thonkers","home of the rly big thonk","Iron Fist Consumerists","Balder","Default.svg","legendary","25200000000","25.2b Population 3,224t Industry","{""Issues Author"":11,""Easter Egg"":7}","{""PUBLISHING-1"":19,""CRIME-1"":54,""REBELYOUTH-1"":54}"
"470584","3","Corfad","Dictatorship","Strength through unity, Unity Through Faith","Corporate Police State","The North Pacific","uploads/corfad__420464.png","legendary","22400000000","22.4b Population 16,380t Industry","{""WA"":1,""Easter Egg"":2}","{""ECONOMY-1"":6,""RETAIL-1"":19,""CORRUPT-1"":22}"
"506127","3","Alistia","Galactic Crusaders","Audaces Fortuna Juvat.","Liberal Democratic Socialists","The Mystical Alliance","uploads/alistia__604547.png","legendary","16600000000","16.6b Population 4,094t Industry","{""Delegate"":1,""Postmaster-General"":1,""General Assembly Resolution Author"":1,""Security Council Resolution Author"":1,""Easter Egg"":9}","{""DECK-1"":57,""DEVOUT-1"":370,""HIGHTAX-1"":759}"
"509581","3","Laudesia","Technocratic Federation","Profectum Omni Modis","Democratic Socialists","the West Pacific","uploads/laudesia__694807.svg","legendary","19200000000","19.2b Population 9,928t Industry","{""WA"":1,""Site Supporter"":1,""Security Council Resolution Author"":1,""Easter Egg"":10}","{""DECK-1"":27,""BLACKMARKET-1"":130,""AGRICULTURE-1"":215}"
"527332","3","Wrapper","Puddle Jumping Wads","Paradise is just a wormhole away.","Inoffensive Centrist Democracy","Stargate","uploads/wrapper__614134.jpg","legendary","20500000000","20.5b Population 4,239t Industry","{""Condemned"":[""243""],""Retired Moderator"":1,""General Assembly Resolution Author"":3,""Security Council Resolution Author"":1,""Easter Egg"":2}","{""DECK-1"":99,""EDUCATED-1"":133,""WELFARE-1"":212}"
"574661","3","Annihilators of Chan Island","Dux Headquarters","Huh?","Iron Fist Consumerists","The Bar on the corner of every region","uploads/annihilators_of_chan_island__429130.png","legendary","18900000000","18.9b Population 2,508t Industry","{""Issues Author"":15,""Easter Egg"":2}","{""PRIMITIVE-1"":136,""POLICE-1"":152,""STUPID-1"":207}"
"582433","3","Vando0sa","❄️Cataclysmic Catastrophe🌪️","☆ M O O N that spells Gub'ment! ☆","Inoffensive Centrist Democracy","The Glorious Nations of Iwaku","uploads/vando0sa__856431.png","legendary","18900000000","18.9b Population 15,129t Industry","{""Founder"":1,""Postmaster-General"":1,""Easter Egg"":13}","{""EDUCATED-1"":13,""PATRIOTISM-1"":18,""ARMED-1"":31}"
"610834","3","Teutionia","Terran Covenant","Actions, Not Words","Inoffensive Centrist Democracy","The Universal Order of Nations","uploads/teutionia__380685.png","legendary","18900000000","18.9b Population 16,590t Industry","{""Delegate"":1,""Founder"":1,""Postmaster-General"":1,""Easter Egg"":5}","{""TECH-1"":7,""ADVANCED-1"":14,""POORINCOME-1"":14}"
"650243","3","Sacara","Spacefaring Federation","Our Universe has no obligation to make sense to you","Capitalist Paradise","Lands End","uploads/sacara__85235.png","legendary","15000000000","15.0b Population 4,485t Industry","{""Commended"":[""382""],""Issues Author"":15,""Easter Egg"":2}","{""RUDE-1"":574,""DISPINCOME-1"":1017,""TIMBER-1"":1210}"
"686290","3","Lislandia","Equatorial Bulge","Comme l'eau sur le dos d'un canard","Left-Leaning College State","Conch Kingdom","uploads/lislandia__905517.png","legendary","9320000000","9.32b Population 2,478t Industry","{""WA"":1,""Issues Author"":2,""Easter Egg"":6}","{""INCLUSIVE-1"":128,""INFLUENCE-1"":189,""NICE-1"":195}"
"725073","3","Racoda","Delight","Now with 100% free-range hamster","Inoffensive Centrist Democracy","The North Pacific","uploads/racoda__115101.png","legendary","15200000000","15.2b Population 1,664t Industry","{""Forum Mod"":1,""WA"":1,""Moderator"":1,""Easter Egg"":7}","{""DECK-1"":9,""ENDORSED-1"":138,""INFLUENCE-1"":1113}"
"758697","3","Vancouvia","Free Lands","Prosperity, Freedom, Efficiency","Liberal Democratic Socialists","The Western Isles","uploads/vancouvia__633986.jpg","legendary","17800000000","17.8b Population 3,868t Industry","{""Delegate"":1,""Founder"":1,""Postmaster-General"":1,""General Assembly Resolution Author"":5,""Easter Egg"":4}","{""INFLUENCE-1"":69,""HEALTHCARE-1"":387,""AID-1"":435}"
"812312","3","The IGER Civilization","Cosmopolitan State","For the Greater Good of all Lifeforms.","Left-wing Utopia","SICON","uploads/the_iger_civilization__860346.png","legendary","17500000000","17.5b Population 8,247t Industry","{""Founder"":1,""Postmaster-General"":1,""Easter Egg"":7}","{""INCLUSIVE-1"":4,""SAFE-1"":10,""HIGHTAX-1"":14}"
"846635","3","Outer Sparta","Kingdom","Promote and Preserve","Democratic Socialists","Europe","uploads/outer_sparta__556385.png","legendary","17200000000","17.2b Population 7,447t Industry","{""WA"":1,""Issues Author"":9,""Easter Egg"":4}","{""ENVIRONMENT-1"":6,""HDI-1"":8,""WEATHER-1"":10}"
"876502","3","Wallenburg","Sororal Republics","上手くなりたい","Democratic Socialists","The East Pacific","uploads/wallenburg__321241.svg","legendary","17100000000","17.1b Population 2,756t Industry","{""Secretariat"":1,""Commended"":[""319""],""Postmaster-General"":1,""Issues Author"":1,""General Assembly Resolution Author"":9}","{""PUBLISHING-1"":894,""DECK-1"":1013,""HEALTHY-1"":2022}"
"957208","3","Gnejs","Prosaic Union","Quantum Satis","Left-wing Utopia","Rushmore","uploads/gnejs__785900.png","legendary","21900000000","21.9b Population 4,212t Industry","{""Issues Editor"":1,""Postmaster-General"":1,""Issues Author"":10,""Security Council Resolution Author"":1,""Easter Egg"":5}","{""PUBLISHING-1"":273,""ECO-GOVT-1"":339,""REBELYOUTH-1"":521}"
"961751","3","New Lakemba","Commonwealth","Accepting all new immigrants!","Left-wing Utopia","The North Pacific","uploads/new_lakemba__960083.png","legendary","16500000000","16.5b Population 5,183t Industry","{""WA"":1,""Easter Egg"":4}","{""LEASTCORRUPT-1"":75,""INCLUSIVE-1"":97,""ENDORSED-1"":138}"
"1002046","3","The Sinclarian Provinces","United Socialist Republic","Onward. Upward. Together","Corrupt Dictatorship","The North Pacific","uploads/the_sinclarian_provinces__277259.png","legendary","16399999999","16.4b Population 8,252t Industry","{""WA"":1,""Postmaster-General"":1}","{""PATRIOTISM-1"":66,""ADVANCED-1"":80,""INCLUSIVE-1"":88}"
"1062542","3","USS Monitor","Shipwreck","Freedom Forever","Inoffensive Centrist Democracy","North Carolina","uploads/uss_monitor__750683.jpg","legendary","16100000000","16.1b Population 736t Industry","{""Issues Editor"":1,""Retired Moderator"":1,""Issues Author"":12}","{""DECK-1"":494,""STATIONARY-5"":12105,""INFLUENCE-5"":12386}"
