id,season,name,type,motto,category,region,flag,cardcategory,population,description,badges,trophies
"10363","1","Despoticania","Despotic Dictatorship","God was a dream of good government.","Father Knows Best State","The Alliance of Dictators","uploads/despoticania__722278.png","legendary","27029000000","27.029 billion Despoticanians. Avant-garde cinema, multi-spousal wedding ceremonies, and parental licensing program.","{""WA"":1,""Founder"":1,""Easter Egg"":2}","{""ADVANCED-1T"":1,""SMART-1"":12,""POORINCOME-1"":12}"
"10992","1","Belarum","Federal Republic","With Justice For All","Left-wing Utopia","European Union","uploads/belarum__585400.png","legendary","26379000000","26.379 billion Belarians. Daily referendums, national health service, and smutty television.","{""WA"":1,""Historical Resolution Author"":1,""General Assembly Resolution Author"":1,""Easter Egg"":4}","{""PUBLISHING-1"":273,""SMART-1"":305,""HDI-1"":311}"
"11615","1","Little Flowers","Empire","Roses have thorns!","Capitalizt","Eladen","uploads/little_flowers","legendary","34410000000","34.41 billion Badasses. Museums and concert halls, ubiquitous missile silos, and keen interest in outer space.","{""Easter Egg"":4}","{""RICHINCOME-1T"":1,""ARMED-1T"":1,""DISPINCOME-1"":2}"
"12856","1","Cavallino33","Automotive Principality","One nation under il cavallino rampante","Father Knows Best State","Allied Automobile Empire","uploads/cavallino33__854676.jpg","legendary","28786000000","28.786 billion Cavallinians. Soft-spoken computers, smutty television, and spontaneously combusting cars.","{""Founder"":1,""Easter Egg"":2}","{""GODFORSAKEN-1"":3,""FAT-1"":8,""ADVANCED-1"":15}"
"13503","1","Sierra Lyricalia","Gleeful Anatrepocracy","Veritas potentiae et actio interfationis libera","Civil Rights Lovefest","Anarchy","uploads/sierra_lyricalia__368121.png","legendary","16565000000","16.565 billion Lyricals. Sprawling nuclear power plants, unlimited-speed roads, and devotion to social welfare.","{""Secretariat"":1,""Postmaster-General"":1,""Issues Author"":3,""General Assembly Resolution Author"":1,""Easter Egg"":4}","{""LEASTCORRUPT-1"":815,""HAPPY-1"":971,""REBELYOUTH-1"":1071}"
"13522","1","Corsaria","Empire","Personal sacrifice for the betterment of all.","Corrupt Dictatorship","Katasia","Albania.png","legendary","33826000000","33.826 billion Corsarians. Multi-spousal wedding ceremonies, keen interest in outer space, and punitive income tax rates.","{""Easter Egg"":2}","{""HEALTHY-1T"":1,""LOWCRIME-1"":2,""GOVT-1"":3}"
"13923","1","G-Tech Corporation","Landsraad Hegemony","Ever upwards and forwards, for only in progress is hope","Democratic Socialists","Ankh Mauta","uploads/g-tech_corporation__207889.jpg","legendary","18520000000","18.52 billion Landsers. Ubiquitous missile silos, public floggings, and stringent health and safety legislation.","{""Roleplay Mentor"":1,""Delegate"":1,""Postmaster"":1,""Easter Egg"":7}","{""CHEESE-1"":39,""DISPINCOME-1"":218,""AGRICULTURE-1"":229}"
"13959","1","Wilkshire","Republic","Everyone for everyone else","Liberal Democratic Socialists","The North Pacific","uploads/wilkshire","legendary","33801000000","33.801 billion Wilkshireans. Museums and concert halls, complete lack of prisons, and rampant corporate plagiarism.","{""WA"":1}","{""HDI-1"":2,""WEATHER-1"":5,""COMPASSIONATE-1"":6}"
"14288","1","Edgemaster","Infection","KICK LOGIC OUT AND DO THE IMPOSSIBLE!!","Compulsory Consumerist State","Capitalist Paradise","uploads/edgemaster__158220.png","legendary","29506000000","29.506 billion Burst Linkians. Deadly medical pandemics, smutty television, and irreverence towards religion.","{""WA"":1,""Easter Egg"":6}","{""SODA-1T"":1,""FAT-1"":2,""ARMED-1"":3}"
"14523","1","Artoonia","Artoonian Empire","Artuanoj Iras La Domo","Anarchy","The Satellite of Love","uploads/artoonia__479832.jpg","legendary","32084000000","32.084 billion Artoonians. Free-roaming dinosaurs, keen interest in outer space, and smutty television.","{""Founder"":1,""Easter Egg"":6}","{""CRIME-1"":22,""ARMED-1"":22,""APATHETIC-1"":25}"
"16629","1","Sunset","Republic","Not Thickness of Chains but Strength of Ideals","Inoffensive Centrist Democracy","The Vast","uploads/sunset__843251.jpg","legendary","34795000000","34.795 billion Nimatojin. Unlimited-speed roads, digital currency, and vat-grown people.","{""Roleplay Mentor"":1,""Postmaster"":1,""Easter Egg"":2}","{""ADVANCED-1"":3,""SMART-1"":10,""TECH-1"":26}"
"17821","1","Bananaistan","People's Republic","Socialism with Bananamen characteristics","Civil Rights Lovefest","Democratic Socialist Assembly","uploads/bananaistan__350453.png","legendary","14567000000","14.567 billion Bananamen. Museums and concert halls, strictly enforced bedtime, and smutty television.","{""Secretariat"":1,""WA"":1,""Postmaster-General"":1,""General Assembly Resolution Author"":2}","{""INFLUENCE-1"":727,""EDUCATED-1"":771,""ECONOMY-1"":824}"
"17842","1","Blogotopia","Anarchy","Bite Me","Democratic Socialists","10000 Islands","uploads/blogotopia__810176.jpg","legendary","30232000000","30.232 billion Blogotopians. State-planned economy, complete lack of prisons, and keen interest in outer space.","{""WA"":1}","{""WELFARE-1T"":1,""REBELYOUTH-1T"":1,""EDUCATED-1T"":1}"
"18072","1","Soops","Democratic Republic","Who cares for Dingers?","Democratic Socialists","null","exnation.png","legendary","19818000000","19.818 billion Soopsians. Ban on automobiles, smutty television, and avant-garde cinema.","{""Easter Egg"":2}","{}"
"18073","1","Sionis Prioratus","Jewish Kingdom","Victory Not Vengeance","Anarchy","null","exnation.png","legendary","18709000000","18.709 billion Sionisians. Sprawling nuclear power plants, anti-smoking policies, and public floggings.","{""Commended"":[""28""],""Site Supporter"":1,""General Assembly Resolution Author"":11,""Easter Egg"":2}","{}"
"20857","1","Rubyna","Republic","Requiem Aeternam","Civil Rights Lovefest","null","exnation.png","legendary","14711000000","14.711 billion Rubynans. National health service, complete lack of prisons, and irreverence towards religion.","{""Issues Author"":2}","{}"
"22088","1","Topid","Free State","He who allows oppression shares the crime.","Capitalizt","St Abby","uploads/topid__203748.png","legendary","21198000000","21.198 billion Topes. Unlimited-speed roads, ubiquitous missile silos, and aversion to nipples.","{""Delegate"":1,""Commended"":[""98""],""Postmaster-General"":1,""General Assembly Resolution Author"":4,""Security Council Resolution Author"":8,""Easter Egg"":5}","{""PIZZA-1"":225,""LOWTAX-1"":307,""SODA-1"":310}"
"23478","1","Bothia","Kingdom","The Spice must Flow!","Inoffensive Centrist Democracy","The North Pacific","uploads/bothia__967525.jpg","legendary","16196000000","16.196 billion Bothians. Museums and concert halls, national health service, and public floggings.","{""WA"":1,""Easter Egg"":2}","{""CHEESE-1T"":1,""BUSINESS-1"":2,""BASKET-1"":3}"
"23952","1","Kalessin","Empire","Justice is the domination of the strong over the weak","Compulsory Consumerist State","Arda","uploads/kalessin__479780.png","legendary","28386000000","28.386 billion Kalessini. Barren, inhospitable landscape, infamous sell-swords, and spontaneously combusting cars.","{""Founder"":1,""Easter Egg"":6}","{""AUTO-1"":62,""INSURANCE-1"":82,""LOWTAX-1"":98}"
"26706","1","McMasterdonia","Kianese Empire","You have nothing to fear, if you have nothing to hide.","Mother Knows Best State","The North Pacific","uploads/mcmasterdonia__566522.png","legendary","13565000000","13.565 billion McMasterdonians. Museums and concert halls, public floggings, and unlimited-speed roads.","{""WA"":1,""Commended"":[""151""],""Postmaster-General"":1,""Security Council Resolution Author"":3,""Easter Egg"":2}","{""ENDORSED-1"":3,""INFLUENCE-1"":58,""BLACKMARKET-5"":2382}"
"29947","1","New Good Order","Republic","Better Living through Cooperation and Science","Civil Rights Lovefest","The Subantarctic","uploads/new_good_order__740045.jpg","legendary","17423000000","17.423 billion New Good Orderians. Daily referendums, parental licensing program, and punitive income tax rates.","{""Founder"":1}","{""SAFE-1"":57,""EMPLOYED-1"":85,""SMART-1"":94}"
"32664","1","Valkalan","Directorate","वज्रमात अस्ता रिजथम","Capitalist Paradise","Zarathustra","uploads/valkalan__850969.png","legendary","18412000000","18.412 billion Valks. Frequent executions, free-roaming dinosaurs, and keen interest in outer space.","{""Founder"":1,""Easter Egg"":5}","{""RUDE-1"":16,""RICHINCOME-1"":19,""ADVANCED-1"":29}"
"34408","1","Aston","Great Kingdom","The Friendly Dictatorship","Democratic Socialists","Suffolk","uploads/aston__782641.jpg","legendary","34799000000","34.799 billion Astonians. Public floggings, frequent executions, and irreverence towards religion.","{""WA"":1,""Founder"":1,""Easter Egg"":4}","{""ADVANCED-1"":12,""POORINCOME-1"":14,""GAMBLING-1"":17}"
"36056","1","Separatist Peoples","Confederate Dominion","Nemo vir est qui mundum non reddat meliorem?","Civil Rights Lovefest","International Democratic Union","uploads/separatist_peoples__915898.png","legendary","14660000000","14.66 billion Separatists. Infamous sell-swords, daily referendums, and complete absence of social welfare.","{""Secretariat"":1,""WA"":1,""Commended"":[""193""],""Postmaster-General"":1,""Issues Author"":1,""General Assembly Resolution Author"":14,""Easter Egg"":5}","{""LEASTCORRUPT-1"":513,""CHEESE-1"":645,""ARMS-1"":840}"
"38011","1","Teaberry","Northern Hinterland","Pithy Latin phrase.","Scandinavian Liberal Paradise","North Wibble","Nepal.png","legendary","29925000000","29.925 billion Teaberries. National health service, keen interest in outer space, and ubiquitous missile silos.","{""Founder"":1,""Issues Author"":1,""Easter Egg"":4}","{""CHEESE-1"":96,""EDUCATED-1"":167,""SMART-1"":175}"
"38546","1","The Centauri","Burlesque Republic","What do you want you Moon-Faced Assassin of Joy?","Compulsory Consumerist State","Wysteria","uploads/the_centauri__657074.jpg","legendary","34567000000","34.567 billion Centauris. Infamous sell-swords, free-roaming dinosaurs, and compulsory military service.","{""Easter Egg"":7}","{""DISPINCOME-1"":5,""LOWTAX-1"":6,""EMPLOYED-1"":6}"
"42223","1","Sciongrad","Monarchical Republic","Esta é a Ditosa Pátria Minha Amada","Left-wing Utopia","International Democratic Union","uploads/sciongrad__908654.png","legendary","14680000000","14.68 billion Scionites. Teetotalling pirates, ban on automobiles, and rampant corporate plagiarism.","{""Secretariat"":1,""WA"":1,""Commended"":[""178""],""Postmaster"":1,""General Assembly Resolution Author"":13}","{""ECO-GOVT-1"":270,""WELFARE-1"":444,""AID-1"":550}"
"45657","1","Cogitation","Modified Democratic States","Think about it for a moment.","Civil Rights Lovefest","The Realm of Ambrosia","united_states--56","legendary","34872000000","34.872 billion Cogitationites. Complete lack of prisons, sprawling nuclear power plants, and keen interest in outer space.","{""Game Mod"":1,""Delegate"":1,""Founder"":1,""Moderator"":1}","{""POPULATION-1"":33,""HAPPY-1"":177,""WEATHER-1"":372}"
"49714","1","The Bruce","Green and Pleasant Dominion","There is a Dream, Dreaming Us.","New York Times Democracy","Wysteria","uploads/the_bruce__462614.jpg","legendary","34892000000","34.892 billion Electors. Museums and concert halls, keen interest in outer space, and compulsory military service.","{""Commended"":[""125""],""Founder"":1,""Easter Egg"":5}","{""AUTO-1T"":1,""APATHETIC-1"":20,""POPULATION-1"":30}"
"49715","1","Tremalkier","Insatiable Economic Hitmen","To Shape the World is to be Immortal","Capitalizt","Wysteria","uploads/tremalkier__223617.gif","legendary","34420000000","34.42 billion Tremalkians. Ritual sacrifices, anti-smoking policies, and enslaved workforce.","{""Easter Egg"":5}","{""ARMED-1"":6,""EMPLOYED-1"":7,""LOWTAX-1"":8}"
"50182","1","Lancaster of Wessex","Most Ancient and Noble House","Noli irritare leones","Liberal Democratic Socialists","House of Lancaster of Wessex","uploads/lancaster_of_wessex__223491.jpg","legendary","32478000000","32.478 billion Lancastrians. Museums and concert halls, unlimited-speed roads, and stringent health and safety legislation.","{""Founder"":1,""Site Supporter"":1,""Issues Author"":5}","{""HAPPY-1"":43,""PUBLISHING-1"":90,""NICE-1"":111}"
"56527","1","Eta Carinae","Anti-Harry Potter Prison","Anyone caught with Harry Potter will be EXECUTED!","Iron Fist Consumerists","Hell","uploads/eta_carinae__926698.jpg","legendary","34853000000","34.853 billion Eta Carinaeans. Triple-decker prams, ban on automobiles, and complete absence of social welfare.","{""Issues Author"":7,""Easter Egg"":2}","{""POPULATION-1"":39,""INSURANCE-1"":119,""AGRICULTURE-1"":129}"
"57712","1","New Owningland","Imperatoria","I'm here to kick ass and chew bubblegum","Corporate Police State","Command and Conquer Universe","uploads/new_owningland__0.jpg","legendary","28570000000","28.57 billion New Owninglandians. Compulsory military service, keen interest in outer space, and suspicion of poets.","{""Delegate"":1,""Easter Egg"":2}","{""BLACKMARKET-1"":34,""AUTO-1"":37,""INSURANCE-1"":52}"
"65924","1","A mean old man","Kingslayer","Always fighting crime -- especially youth-related.","Iron Fist Consumerists","Corporate","uploads/a_mean_old_man__117608.jpg","legendary","20053000000","20.053 billion Floridians. Ubiquitous missile silos, public floggings, and irreverence towards religion.","{""Founder"":1,""Postmaster-General"":1,""General Assembly Resolution Author"":1,""Security Council Resolution Author"":9,""Easter Egg"":2}","{""FISH-1"":26,""CHEESE-1"":62,""AGRICULTURE-1"":224}"
"69332","1","Treznor","Empire","Recruitment spammer meet ban hammer.","Democratic Socialists","The Vast","uploads/treznor__0.jpg","legendary","30397000000","30.397 billion Treznorans. Compulsory vegetarianism, free-roaming dinosaurs, and irreverence towards religion.","{""Easter Egg"":4}","{""POORINCOME-1"":4,""BASKET-1"":4,""SMART-1"":6}"
"69594","1","Uelvan","Grand Confederation","Ued Hominar, Regniad","New York Times Democracy","The Western Colonies","uploads/uelvan__416183.jpg","legendary","13337000000","13.337 billion Uelvanians. Public floggings, keen interest in outer space, and infamous sell-swords.","{""Delegate"":1,""Easter Egg"":4}","{""ARMED-1"":70,""GAMBLING-1"":72,""CRIME-1"":123}"
"71274","1","Audioslavia","Infra-Dimensional Dystopia","Something is terribly wrong","Civil Rights Lovefest","Atlantian Oceania","uploads/audioslavia__725199.jpg","legendary","27812000000","27.812 billion Audioslavians. Unlimited-speed roads, rampant corporate plagiarism, and complete absence of social welfare.","{""Forum Mod"":1,""WA"":1,""Moderator"":1,""Easter Egg"":1}","{""AGRICULTURE-1"":566,""POPULATION-5"":1875,""STATIONARY-5"":1953}"
"72454","1","Mindalia","Pristine Redoubt","All in the world is magic.","Scandinavian Liberal Paradise","The Green World","uploads/mindalia","legendary","32802999999","32.803 billion Mindalians. Complete lack of prisons, pith helmet sales, and rampant corporate plagiarism.","{""WA"":1,""Founder"":1,""Easter Egg"":4}","{""PUBLISHING-1"":6,""CULTURE-1"":9,""AGRICULTURE-1"":17}"
"72976","1","Trixmonia","Ironwill Dictatorship","Why bother?","Father Knows Best State","Scandinavia","vanuatu--67","legendary","34493000000","34.493 billion Trixmonians. Deadly medical pandemics, smutty television, and irreverence towards religion.","{""Easter Egg"":2}","{""DISPINCOME-1"":9,""GDP-1"":12,""MANUFACTURING-1"":14}"
"73929","1","Northern Borland","Allied Corporate Empire","A Good Place to Raise Your Business","Capitalist Paradise","Capitalist Paradise","uploads/northern_borland","legendary","31265000000","31.265 billion Northern Borlandians. Complete lack of prisons, flagrant waste-dumping, and absence of drug laws.","{""Postmaster-General"":1,""Easter Egg"":6}","{""FAT-1T"":1,""LOWTAX-1T"":1,""DISPINCOME-1T"":1}"
"74157","1","The Talisman","Monocratic Roman Empire","Quid Faceret Caesar?","Inoffensive Centrist Democracy","The Roman Empire Reborn","uploads/the_talisman","legendary","32804000000","32.804 billion Talismanians. Frequent executions, pith helmet sales, and punitive income tax rates.","{""WA"":1,""Founder"":1,""Easter Egg"":1}","{""SAFE-1"":20,""HDI-1"":42,""APATHETIC-1"":58}"
"77715","1","Techno","Allmighty Nak Nakian Colony","All hail the Allmighty Nak nak!","Corporate Police State","Wysteria","uploads/techno__308249.jpg","legendary","34866000000","34.866 billion NakNakians. Unlimited-speed roads, absence of drug laws, and complete absence of social welfare.","{""Easter Egg"":1}","{""AUTO-1"":9,""RICHINCOME-1"":16,""AVOIDED-1"":17}"
"77834","1","East Borland","Exalted Supremacy","Crush Their Spirits and You Will Control Their Minds","Corporate Police State","The Alliance of Dictators","uploads/east_borland","legendary","31808000000","31.808 billion East Borlandists. Free-roaming dinosaurs, frequent executions, and suspicion of poets.","{""Easter Egg"":12}","{""DEATH-1T"":1,""AVOIDED-1T"":1,""CORRUPT-1"":2}"
"84053","1","Nation of Quebec","Free Secular Federation","In Freedom We Trust","New York Times Democracy","Capitalist Paradise","uploads/nation_of_quebec__669590.jpg","legendary","28189000000","28.189 billion Quebeckers. Deadly medical pandemics, unlimited-speed roads, and irreverence towards religion.","{""Issues Editor"":1,""Commended"":[""190""],""Postmaster-General"":1,""Issues Author"":70,""Easter Egg"":5}","{""GODFORSAKEN-1"":14,""LEASTCORRUPT-1"":61,""POORINCOME-1"":82}"
"84186","1","Koffee","Richly Blended Peoples","Guns, Germs, Steel, and really smooth Mochas!","Capitalist Paradise","Wysteria","uploads/koffee__749728.gif","legendary","34933000000","34.933 billion Richly Blended Peopleses. Deadly medical pandemics, frequent executions, and infamous sell-swords.","{""Easter Egg"":7}","{""APATHETIC-1"":4,""EMPLOYED-1"":5,""LOWTAX-1"":5}"
"84592","1","ABU AMMAR","Holiest Flavor","EIEIEIEIEIEEIEIEIEIEIIEIEIEIEIEIIEIEEIEI","Iron Fist Consumerists","Holy Lands","mozambique","legendary","34956000000","34.956 billion ABU AMMARians. Keen interest in outer space, avowedly heterosexual populace, and ubiquitous missile silos.","{""WA"":1,""Founder"":1,""Easter Egg"":2}","{""DISPINCOME-1"":3,""MANUFACTURING-1"":4,""AUTO-1"":6}"
"84731","1","Muspellheim","Brennanndi Ríki","Scandinavia the everlasting","Corporate Police State","Scandinavia","uploads/muspellheim__193464.png","legendary","34768000000","34.768 billion Muspellsons. Deadly medical pandemics, unlimited-speed roads, and infamous sell-swords.","{""Founder"":1,""Easter Egg"":4}","{""AVOIDED-1"":9,""TIMBER-1"":11,""FURNITURE-1"":11}"
"85215","1","Hesperonis","Ur-Quan Masters","Hold what you do is wrong!  Why do you do this thing?","Capitalist Paradise","Lazarus","st_pierre_and_miquelon","legendary","32418999999","32.419 billion Ur-Quans. Multi-spousal wedding ceremonies, daily referendums, and unlimited-speed roads.","{""Easter Egg"":5}","{""SODA-1"":5,""PIZZA-1"":10,""ARMED-1"":18}"
"85458","1","Anaxphonia","Armed Republic","Civilized People Are The Best Defense Against Tyranny","Anarchy","Spoiled Cats","Botswana.png","legendary","24628000000","24.628 billion Anaxphonians. Ubiquitous missile silos, keen interest in outer space, and complete absence of social welfare.","{""Founder"":1,""Easter Egg"":7}","{""RICHINCOME-1"":27,""SODA-1"":31,""RUDE-1"":37}"
"86787","1","Paradise","Caliphate","There is no god but Allah and Muhammad is his Prophet","Corporate Police State","Middle East","Saudi_Arabia.png","legendary","34919000000","34.919 billion Paradisians. Compulsory military service, triple-decker prams, and suspicion of poets.","{""Founder"":1,""Easter Egg"":1}","{""POPULATION-1"":26,""RICHINCOME-1"":55,""MINING-1"":74}"
"86954","1","Myrth","NPO High Inquisitor","You may all stop clapping at the ringing of the bell.","Compulsory Consumerist State","the Pacific","uploads/myrth__567934.png","legendary","34742000000","34.742 billion Myrthians. Free-roaming dinosaurs, keen interest in outer space, and spontaneously combusting cars.","{""WA"":1,""Retired Moderator"":1,""Issues Author"":1,""Easter Egg"":4}","{""RICHINCOME-1"":6,""DISPINCOME-1"":19,""GDP-1"":23}"
"90464","1","Arkayn Stretenby","Dominion","Whatever!!","New York Times Democracy","Macfora Forever","uploads/arkayn_stretenby__633091.jpg","legendary","29940000000","29.94 billion Arkaynians. Ubiquitous missile silos, national health service, and smutty television.","{""Founder"":1}","{""AGRICULTURE-1"":6,""PUBLISHING-1"":58,""AUTO-1"":123}"
"91051","1","CR Oscilloscopes","Island Republic","Industry Über Alles","Anarchy","null","exnation.png","legendary","28946000000","28.946 billion CR Oscilloscopesians. Barren, inhospitable landscape, daily referendums, and complete lack of public education.","{""Issues Author"":1,""Easter Egg"":4}","{}"
"91246","1","Wulfhelm","Soul-Crushing Factories","Homo sum, humani nihil a me alienum puto","Corporate Police State","The Vast","uploads/wulfhelm","legendary","34338000000","34.338 billion Wulfens. Museums and concert halls, triple-decker prams, and compulsory military service.","{""Easter Egg"":6}","{""RICHINCOME-1"":4,""DISPINCOME-1"":10,""EMPLOYED-1"":13}"
"93310","1","Psypheria","Liberated Cartel","Anything goes ... usually for a good price","Capitalizt","Oubliette","scotland","legendary","29142000000","29.142 billion human resources. Free-roaming dinosaurs, keen interest in outer space, and unlimited-speed roads.","{""Founder"":1,""Easter Egg"":4}","{""LOWTAX-1"":21,""SODA-1"":27,""RICHINCOME-1"":28}"
"93937","1","A baddon","Armed Republic","Freedom in solitude","Democratic Socialists","All under heaven","uploads/a_baddon","legendary","34450000000","34.45 billion baddonians. National health service, complete lack of prisons, and multi-spousal wedding ceremonies.","{""Founder"":1}","{""AID-1"":4,""SAFE-1"":10,""POLICE-1"":19}"
"95034","1","Pythagosaurus","General Vicinity","Leave the trolls alone.","Civil Rights Lovefest","Q102","default","legendary","30617000000","30.617 billion Pythagosaurusians. Deadly medical pandemics, frequent executions, and complete absence of social welfare.","{""Admin"":1,""WA"":1,""Moderator"":1,""Easter Egg"":1}","{""APATHETIC-1"":543,""SODA-1"":607,""POPULATION-1"":1150}"
"96479","1","The Iron League","Supreme Dictatorship","If you aren't remembered, you never existed","Corporate Police State","Supremacy","japan","legendary","31722000000","31.722 billion Iron Leaguerans. Vat-grown people, public floggings, and flagrant waste-dumping.","{""Founder"":1,""Easter Egg"":2}","{""DEATH-1"":4,""PIZZA-1"":4,""INSURANCE-1"":7}"
"100399","1","Krioval","Imperial Chiefdom","Valiyos, be Strong!","Left-wing Utopia","Antarctic Oasis","uploads/krioval__0.jpg","legendary","25984000000","25.984 billion Kriovallers. Ban on automobiles, rampant corporate plagiarism, and devotion to social welfare.","{""WA"":1,""General Assembly Resolution Author"":2,""Easter Egg"":4}","{""POORINCOME-1"":170,""INCLUSIVE-1"":196,""PUBLISHING-1"":207}"
"104805","1","Sentient Peoples","Federation","Ne invoces expellere non possis","Compulsory Consumerist State","Dor Lomin","Default.png","legendary","33171999999","33.172 billion Sentient Peoplesians. Barren, inhospitable landscape, unlimited-speed roads, and spontaneously combusting cars.","{""Founder"":1,""Issues Author"":2,""Easter Egg"":1}","{""GDP-1"":205,""DISPINCOME-1"":336,""LOWTAX-1"":390}"
"105543","1","Tenkistan","Holy Empire","Boil 'em, mash 'em, stick 'em in a stew!","Anarchy","Board 8","uploads/tenkistan__46046.jpg","legendary","30989000000","30.989 billion Tenkistanians. National health service, complete absence of social welfare, and spontaneously combusting cars.","{""WA"":1,""Easter Egg"":5}","{""REBELYOUTH-1"":2,""CRIME-1"":8,""ARMED-1"":13}"
"105657","1","Free Socialism","Culture","Of each according to ability to each according to need.","Left-wing Utopia","Anticapitalist Alliance","uploads/free_socialism__944284.jpg","legendary","34137000000","34.137 billion Culture citizens. State-planned economy, complete lack of prisons, and compulsory vegetarianism.","{""Easter Egg"":2}","{""SMART-1"":2,""HIGHTAX-1"":4,""EDUCATED-1"":4}"
"107898","1","The Stalker","Mad King of Hell","I am the daringest devil you've ever met, love.","Iron Fist Consumerists","Hell","uploads/the_stalker__321125.jpg","legendary","14343000000","14.343 billion Damned Souls. Zero percent divorce rate, punitive income tax rates, and complete absence of social welfare.","{""Delegate"":1,""Postmaster-General"":1,""Security Council Resolution Author"":1,""Easter Egg"":6}","{""GAMBLING-1T"":1,""STUPID-1"":3,""DEVOUT-1"":5}"
"108485","1","Otaku Stratus","Athenian Paradise","Think, stupid!","Civil Rights Lovefest","Japan","uploads/otaku_stratus__882500.png","legendary","33894000000","33.894 billion Stratites. Pith helmet sales, keen interest in outer space, and anti-smoking policies.","{""Delegate"":1,""Postmaster-General"":1,""Easter Egg"":4}","{""REBELYOUTH-1"":4,""PUBLISHING-1"":38,""CULTURE-1"":48}"
"108964","1","Szczuropolis","Vermindom","Omnium rerum rattus mensura est","New York Times Democracy","Dragon","uploads/szczuropolis__724178.png","legendary","30506000000","30.506 billion Szczuropoles. Complete lack of prisons, digital currency, and absence of drug laws.","{""WA"":1,""Site Supporter"":1,""Issues Author"":1,""Easter Egg"":6}","{""CHEESE-1"":4,""ENVIRONMENT-1"":63,""HDI-1"":69}"
"113945","1","S_diego","Capitalistic Republic","don't steal. the government hates competition","Left-Leaning College State","punk","russia","legendary","33189000000","33.189 billion S_diegoans. Sprawling nuclear power plants, anti-smoking policies, and complete lack of public education.","{""Founder"":1,""Easter Egg"":2}","{""AUTO-1"":53,""APATHETIC-1"":61,""GAMBLING-1"":88}"
"121583","1","Draconis Nightcrawlis","Einherjers","Leve Vikingeaanden","Psychotic Dictatorship","Viking Europe","Palestine.png","legendary","33462000000","33.462 billion Draconians. Compulsory military service, state-planned economy, and irreverence towards religion.","{""Founder"":1}","{""GODFORSAKEN-1"":10,""LOWCRIME-1"":17,""CORRUPT-1"":31}"
"123478","1","Bright Angel","Sadistic Republic","Get Outa Here!!","Iron Fist Consumerists","Macfora Forever","uploads/bright_angel__737275.jpg","legendary","29738000000","29.738 billion Bright Angelians. Zero percent divorce rate, strictly enforced bedtime, and frequent executions.","{""Easter Egg"":2}","{""MANUFACTURING-1T"":1,""TIMBER-1"":2,""INCOME-1"":2}"
"125829","1","Godular","An'Kazar Control Framework","I am Legion, We are One","New York Times Democracy","The Godulus Empire","uploads/godular","legendary","31122000000","31.122 billion Godulans. State-planned economy, strictly enforced bedtime, and devotion to social welfare.","{""Founder"":1,""Easter Egg"":2}","{""ADVANCED-1"":7,""SMART-1"":27,""GDP-1"":89}"
"129430","1","Eaischpnaeieacgkque Bhcieaghpodsttditf","Ubermensch Serene Socialists","Kdyz jde do tuheho, tezke pouziti jaderne valky.","Father Knows Best State","United Governments of NationStates","uploads/eaischpnaeieacgkque_bhcieaghpodsttditf__437213.jpg","legendary","13246000000","13.246 billion Eais Bhcians. Multi-spousal wedding ceremonies, infamous sell-swords, and punitive income tax rates.","{""Founder"":1,""Issues Author"":4,""Easter Egg"":8}","{""GOVT-1"":130,""HIGHTAX-1"":184,""CULTURE-1"":220}"
"154193","1","Carrasastova","Hózhó","What you see in yourself is what you see in the world.","Left-wing Utopia","Yggdrasil","uploads/carrasastova__52016.gif","legendary","12652000000","12.652 billion Carrasastovans. Daily referendums, state-planned economy, and ban on automobiles.","{""WA"":1,""Issues Author"":2,""Easter Egg"":2}","{""WELFARE-1"":38,""HAPPY-1"":96,""NICE-1"":100}"
"159058","1","Mindless contempt","Festering Mutations","Freedom is Absolute - Under Penalty of Death","Anarchy","null","exnation.png","legendary","26097000000","26.097 billion Mindless contemptians. Multi-spousal wedding ceremonies, ubiquitous missile silos, and absence of drug laws.","{""Easter Egg"":4}","{}"
"167885","1","The-CID","Capitalist Alliance","Justice Above All","Inoffensive Centrist Democracy","Capitalist Paradise","uploads/the-cid__997796.jpg","legendary","23861000000","23.861 billion CIDians. Free-roaming dinosaurs, otherworldly petting zoo, and complete absence of social welfare.","{""Founder"":1,""Postmaster-General"":1,""Issues Author"":2,""Easter Egg"":7}","{""AUTO-1"":38,""INSURANCE-1"":212,""LOWTAX-1"":314}"
"171264","1","Tyronian Socialist State","Flebeist Empire","It's not that we don't care, we just don't care enough","Scandinavian Liberal Paradise","Tyronia","uploads/tyronian_socialist_state__324859.jpg","legendary","12995000000","12.995 billion Tyronians. Anti-smoking policies, free-roaming dinosaurs, and sprawling nuclear power plants.","{""Delegate"":1,""Founder"":1,""Postmaster-General"":1,""Easter Egg"":2}","{""HIGHTAX-1"":47,""GOVT-1"":55,""INCLUSIVE-1"":59}"
"173694","1","The Grim Reaper","Havent you people ever heard","I have approximate knowledge of many things.","Civil Rights Lovefest","Snazzy","uploads/the_grim_reaper__13535.jpg","legendary","14786000000","14.786 billion Reapers. Flagrant waste-dumping, smutty television, and spontaneously combusting cars.","{""Issues Editor"":1,""Postmaster"":1,""Issues Author"":4,""Easter Egg"":3}","{""CRIME-1"":637,""ARMED-1"":919,""REBELYOUTH-1"":963}"
